Время;Температура охлаждающей жидкости (°C);Соотношение воздух/топливо;Положение дроссельной заслонки (%);Обороты двигателя (об/мин);Обороты холостого хода (об/мин);Желаемое положение регулятора холостого хода (шаг);Текущее положение регулятора ХХ (шаг);Коэффициент коррекции длительности впрыска топлива;Угол опережения зажигания (°ПКВ);Скорость автомобиля (км\ч);Напряжение бортсети (В);Желаемые обороты холостого хода (об\мин);Напряжение на датчике кислорода (В);Длительность импульса впрыска (мсек);Массовый расход воздуха (кг\ч);Цикловой расход воздуха (мг\такт);Часовой расход топлива (л\час);Путевой расход топлива (л\100км);Контрольная сумма ПЗУ (hех);Флаг готовности датчика кислорода;Флаг разрешения нагрева датчика кислорода;Флаг комплектации датчиком кислорода;Флаг комплектации адсорбером;Флаг комплектации клапаном рециркуляции;Флаг комплектации датчиком температуры воздуха;Флаг комплектации датчиком детонации;Флаг комплектации датчиком фазы;Флаг запрещения отсечки топлива;Флаг разрешения адаптации уставки холостого хода;Флаг комплектации потенциометром корректировки СО;Флаг разрешения адаптации нуля дросселя;Флаг разрешения асинхронной подачи топлива на пуске;Флаг разрешения постоянного хранения ошибок;Флаг комплектации датчиком скорости автомобиля;Флаг разрешения одновременного впрыска;Флаг разрешения асинхронного впрыска при ускорении;Флаг выключения двигателя;Флаг холостого хода;Флаг обогащения по мощности;Флаг блокировки подачи топлива;Флаг зоны регулирования по датчику кислорода;Флаг попадания в зону детонации;Флаг продувки адсорбера;Флаг сохранения результатов обучения по датчику кислорода;Флаг наличия холостого хода в прошлом цикле вычислений;Флаг разрешения блокировки выхода из режима холостого хода;Флаг попадания в зону детонации в прошлом цикле вычислений;Флаг продувки адсорбера в прошлом цикле вычислений;Флаг Обнаружена детонация;Флаг прошлого состояния датчика кислорода;Флаг текущего состояния датчика кислорода;Флаг Ошибка датчика синхронизации КВ;Флаг ошибка EEPROM;Флаг Ошибка нагревателя датчика кислорода;Флаг Ошибка датчика фазы;Флаг ошибка сброса процесора;Флаг ошибка ОЗУ;Флаг ошибка ПЗУ;Флаг Низкое бортовое напряжение;Флаг Низкий уровень сигнала с датчика температуры охлаждающей жидкости;Флаг Низкий уровень сигнала с кислородного датчика;Флаг Низкий уровень сигнала датчика положения дроссельной заслонки;Флаг Низкий уровень сигнала датчика массового расхода воздуха;Флаг Низкий уровень шума двигателя;Флаг Высокое бортовое напряжение;Флаг Высокий уровень сигнала с кислородного датчика;Флаг Высокий уровень сигнала с датчика температуры охлаждающей жидкости;Флаг Высокий уровень сигнала датчика положения дроссельной заслонки;Флаг Высокий уровень сигнала датчика массового расхода воздуха;Флаг Высокий уровень шума двигателя;Флаг Обрыв датчика детонации;Флаг Нет связи с иммобилайзером;Флаг Нет активности датчика кислорода;Флаг Нет отклика датчика кислорода при обеднении;Флаг Нет отклика датчика кислорода при обогащении;Флаг Ошибка датчика скорости;Флаг Ошибка регулятора холостого хода;АЦП канала датчика детонации (В);АЦП Датчик температуры охлаждающей жидкости (В);АЦП Датчик массового расхода воздуха (В);АЦП Бортовое напряжение (В);АЦП Датчик кислорода (В);АЦП Датчик положения дроссельной заслонки (В);Время (сек)
27.86;80;14.7;33;2360;2350;72;72;1.01;15.5;50;13.85;900;0;15.408;116.2;398.5;10.04;20.09;10;да;да;да;да;нет;да;да;да;нет;нет;нет;да;нет;нет;да;нет;нет;нет;нет;нет;нет;да;да;нет;нет;нет;нет;да;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;0.86;0.72;1.33;13.636;2.19;0.59;538.7
27.87;80;14.7;33;2360;2350;72;72;1.01;15.5;50;13.85;900;0;15.408;116.2;398.5;10.04;20.09;10;да;да;да;да;нет;да;да;да;нет;нет;нет;да;нет;нет;да;нет;нет;нет;нет;нет;нет;да;да;нет;нет;нет;нет;да;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;0.86;0.72;1.33;13.636;2.19;0.59;538.9
27.88;80;14.7;33;2360;2350;72;72;1.01;15.5;50;13.85;900;0;15.408;116.2;398.5;10.04;20.09;10;да;да;да;да;нет;да;да;да;нет;нет;нет;да;нет;нет;да;нет;нет;нет;нет;нет;нет;да;да;нет;нет;нет;нет;да;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;0.86;0.72;1.33;13.636;2.19;0.59;539.3
27.89;80;13.3;63;2640;2550;77;77;1;13.5;55;13.75;900;0.781;17.432;136.1;436.3;13.54;24.62;12;да;да;да;да;нет;да;да;да;нет;нет;нет;да;нет;нет;да;нет;нет;нет;нет;да;нет;нет;да;нет;нет;нет;нет;да;нет;нет;нет;да;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;0.86;0.72;1.33;13.636;2.19;0.59;539.5
27.9;80;13.3;65;2680;2550;78;78;1;13.5;56;13.75;900;0.84;17.352;136.3;434.3;13.68;24.44;12;да;да;да;да;нет;да;да;да;нет;нет;нет;да;нет;нет;да;нет;нет;нет;нет;да;нет;нет;да;нет;нет;нет;нет;да;нет;нет;нет;да;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;0.86;0.72;1.33;13.636;2.19;0.59;539.6
27.91;80;13.3;66;2720;2550;79;79;1;13.5;56;13.75;900;0.84;17.384;136.8;435;13.92;24.86;12;да;да;да;да;нет;да;да;да;нет;нет;нет;да;нет;нет;да;нет;нет;нет;нет;да;нет;нет;да;нет;нет;нет;нет;да;нет;нет;нет;да;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;0.86;0.72;1.33;13.636;2.19;0.59;539.8
27.92;80;13.3;66;2720;2550;79;79;1;13.5;56;13.75;900;0.84;17.384;136.8;435;13.92;24.86;12;да;да;да;да;нет;да;да;да;нет;нет;нет;да;нет;нет;да;нет;нет;нет;нет;да;нет;нет;да;нет;нет;нет;нет;да;нет;нет;нет;да;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;0.86;0.72;1.33;13.636;2.19;0.59;540.1
27.93;80;13.3;66;2720;2550;79;79;1;13.5;56;13.75;900;0.84;17.384;136.8;435;13.92;24.86;12;да;да;да;да;нет;да;да;да;нет;нет;нет;да;нет;нет;да;нет;нет;нет;нет;да;нет;нет;да;нет;нет;нет;нет;да;нет;нет;нет;да;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;0.86;0.72;1.33;13.636;2.19;0.59;540.2
27.94;80;13.3;66;2720;2550;79;79;1;13.5;56;13.75;900;0.84;17.384;136.8;435;13.92;24.86;12;да;да;да;да;нет;да;да;да;нет;нет;нет;да;нет;нет;да;нет;нет;нет;нет;да;нет;нет;да;нет;нет;нет;нет;да;нет;нет;нет;да;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;0.86;0.72;1.33;13.636;2.19;0.59;540.6
27.95;81;14.1;29;3000;2550;82;82;1;21;63;13.75;900;0.762;14.2;123.1;391.5;13.02;20.69;10;да;да;да;да;нет;да;да;да;нет;нет;нет;да;нет;нет;да;нет;нет;нет;нет;нет;нет;да;да;нет;нет;нет;нет;да;нет;нет;да;да;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;0.86;0.72;1.33;13.636;2.19;0.59;540.8
27.96;81;14.5;23;3040;2550;83;83;0.97;23;63;13.75;900;0.82;10.272;105.8;325.7;10.32;16.38;8;да;да;да;да;нет;да;да;да;нет;нет;нет;да;нет;нет;да;нет;нет;нет;нет;нет;нет;да;да;нет;нет;нет;нет;да;нет;нет;да;да;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;0.86;0.72;1.33;13.636;2.19;0.59;540.9
27.97;81;14.7;19;3040;2550;83;83;0.96;26.5;65;13.85;900;0.801;8.056;91.1;269.3;8.36;12.88;6;да;да;да;да;нет;да;да;да;нет;нет;нет;да;нет;нет;да;нет;нет;нет;нет;нет;нет;да;да;нет;нет;нет;нет;да;нет;нет;да;да;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;0.86;0.72;1.33;13.636;2.19;0.59;541.1
27.98;81;14.7;18;3040;2550;84;84;0.95;27.5;67;13.85;900;0.742;7.688;88.8;249;7.68;11.81;5;да;да;да;да;нет;да;да;да;нет;нет;нет;да;нет;нет;да;нет;нет;нет;нет;нет;нет;да;да;нет;нет;нет;нет;да;нет;нет;да;да;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;0.86;0.72;1.33;13.636;2.19;0.59;541.2
27.99;81;14.7;18;3040;2550;84;84;0.95;27.5;67;13.85;900;0.742;7.688;88.8;249;7.68;11.81;5;да;да;да;да;нет;да;да;да;нет;нет;нет;да;нет;нет;да;нет;нет;нет;нет;нет;нет;да;да;нет;нет;нет;нет;да;нет;нет;да;да;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;0.86;0.72;1.33;13.636;2.19;0.59;541.5
28;81;14.7;18;3040;2550;84;84;0.95;27.5;67;13.85;900;0.742;7.688;88.8;249;7.68;11.81;5;да;да;да;да;нет;да;да;да;нет;нет;нет;да;нет;нет;да;нет;нет;нет;нет;нет;нет;да;да;нет;нет;нет;нет;да;нет;нет;да;да;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;0.86;0.72;1.33;13.636;2.19;0.59;541.6
28.01;81;14.7;18;3040;2550;84;84;0.95;27.5;67;13.85;900;0.742;7.688;88.8;249;7.68;11.81;5;да;да;да;да;нет;да;да;да;нет;нет;нет;да;нет;нет;да;нет;нет;нет;нет;нет;нет;да;да;нет;нет;нет;нет;да;нет;нет;да;да;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;0.86;0.72;1.33;13.636;2.19;0.59;542.1
28.02;80;14.7;31;3160;2550;85;85;0.98;20.5;68;13.85;900;0.02;12.656;144.8;355.2;11.54;16.99;8;да;да;да;да;нет;да;да;да;нет;нет;нет;да;нет;нет;да;нет;нет;нет;нет;нет;нет;да;да;нет;нет;нет;нет;да;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;0.86;0.72;1.33;13.636;2.19;0.59;542.2
28.03;80;14.1;42;3240;2550;85;85;1;17.5;68;13.85;900;0.02;16.336;168.5;418.3;15.02;22.11;11;да;да;да;да;нет;да;да;да;нет;нет;нет;да;нет;нет;да;нет;нет;нет;нет;да;нет;нет;да;нет;нет;нет;нет;да;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;0.86;0.72;1.33;13.636;2.19;0.59;542.4
28.04;80;13.3;53;3280;2550;85;85;1;16;70;13.85;900;0.449;18.72;172.9;451;17.46;25.32;12;да;да;да;да;нет;да;да;да;нет;нет;нет;да;нет;нет;да;нет;нет;нет;нет;да;нет;нет;да;нет;нет;нет;нет;да;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;0.86;0.72;1.33;13.636;2.19;0.59;542.5
28.05;80;13.1;63;3320;2550;86;86;1;15.5;70;13.75;900;0.801;19.392;178.3;465;18.46;26.39;13;да;да;да;да;нет;да;да;да;нет;нет;нет;да;нет;нет;да;нет;нет;нет;нет;да;нет;нет;да;нет;нет;нет;нет;да;нет;нет;нет;да;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;0.86;0.72;1.33;13.636;2.19;0.59;542.7
28.06;80;13;72;3360;2550;86;86;1;15.5;70;13.75;900;0.82;19.896;192.7;480.8;19.42;27.74;13;да;да;да;да;нет;да;да;да;нет;нет;нет;да;нет;нет;да;нет;нет;нет;нет;да;нет;нет;да;нет;нет;нет;нет;да;нет;нет;нет;да;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;0.86;0.72;1.33;13.636;2.19;0.59;542.8
28.07;80;13;80;3440;2550;87;87;1;15.5;72;13.75;900;0.84;20.12;201.2;491;20.3;28.21;14;да;да;да;да;нет;да;да;да;нет;нет;нет;да;нет;нет;да;нет;нет;нет;нет;да;нет;нет;да;нет;нет;нет;нет;да;нет;нет;нет;да;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;0.86;0.72;1.33;13.636;2.19;0.59;542.9
28.08;80;13;83;3440;2550;87;87;1;15.5;73;13.75;900;0.82;20.384;198.5;498;20.6;28.23;14;да;да;да;да;нет;да;да;да;нет;нет;нет;да;нет;нет;да;нет;нет;нет;нет;да;нет;нет;да;нет;нет;нет;нет;да;нет;нет;нет;да;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;0.86;0.72;1.33;13.636;2.19;0.59;543.1
28.09;80;13;84;3480;2550;87;87;1;15.5;74;13.75;900;0.82;20.344;198.3;499.5;20.98;28.36;14;да;да;да;да;нет;да;да;да;нет;нет;нет;да;нет;нет;да;нет;нет;нет;нет;да;нет;нет;да;нет;нет;нет;нет;да;нет;нет;нет;да;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;0.86;0.72;1.33;13.636;2.19;0.59;543.2
28.1;80;12.9;85;3560;2550;88;88;1;16;74;13.75;900;0.82;20.464;201;502.3;21.68;29.32;14;да;да;да;да;нет;да;да;да;нет;нет;нет;да;нет;нет;да;нет;нет;нет;нет;да;нет;нет;да;нет;нет;нет;нет;да;нет;нет;нет;да;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;0.86;0.72;1.33;13.636;2.19;0.59;543.4
28.11;80;12.9;85;3560;2550;88;88;1;16;74;13.75;900;0.82;20.464;201;502.3;21.68;29.32;14;да;да;да;да;нет;да;да;да;нет;нет;нет;да;нет;нет;да;нет;нет;нет;нет;да;нет;нет;да;нет;нет;нет;нет;да;нет;нет;нет;да;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;0.86;0.72;1.33;13.636;2.19;0.59;543.6
28.12;80;12.9;85;3560;2550;88;88;1;16;74;13.75;900;0.82;20.464;201;502.3;21.68;29.32;14;да;да;да;да;нет;да;да;да;нет;нет;нет;да;нет;нет;да;нет;нет;нет;нет;да;нет;нет;да;нет;нет;нет;нет;да;нет;нет;нет;да;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;0.86;0.72;1.33;13.636;2.19;0.59;543.8
28.13;80;12.9;85;3560;2550;88;88;1;16;74;13.75;900;0.82;20.464;201;502.3;21.68;29.32;14;да;да;да;да;нет;да;да;да;нет;нет;нет;да;нет;нет;да;нет;нет;нет;нет;да;нет;нет;да;нет;нет;нет;нет;да;нет;нет;нет;да;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;0.86;0.72;1.33;13.636;2.19;0.59;544.2
28.14;80;13.8;0;3720;2550;87;87;1;21.5;81;13.85;900;0.918;1.44;23.8;71.3;3;3.7;1;да;да;да;да;нет;да;да;да;нет;нет;нет;да;нет;нет;да;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;да;да;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;0.86;0.72;1.33;13.636;2.19;0.59;544.4
28.15;80;14.2;0;3600;2550;85;85;1;20;81;13.85;900;0.898;1.768;22.1;61.5;2.42;3.01;1;да;да;да;да;нет;да;да;да;нет;нет;нет;да;нет;нет;да;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;да;да;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;0.86;0.72;1.33;13.636;2.19;0.59;544.5
28.16;80;14.6;0;3680;2550;84;84;1;21.5;82;13.85;900;0.742;1.936;21.6;58;2.28;2.8;1;да;да;да;да;нет;да;да;да;нет;нет;нет;да;нет;нет;да;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;да;да;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;0.86;0.72;1.33;13.636;2.19;0.59;544.7
28.17;80;14.6;0;3680;2550;83;83;1;21.5;82;13.85;900;0;2.08;24.1;57.8;2.26;2.77;1;да;да;да;да;нет;да;да;да;нет;нет;нет;да;нет;нет;да;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;да;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;0.86;0.72;1.33;13.636;2.19;0.59;544.8
28.18;80;14.6;0;3680;2550;82;82;1;21.5;81;13.85;900;0.02;2.2;21.8;56.3;2.2;2.72;1;да;да;да;да;нет;да;да;да;нет;нет;нет;да;нет;нет;да;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;да;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;0.86;0.72;1.33;13.636;2.19;0.59;544.9
28.19;80;14.6;0;3640;2550;82;82;1;21.5;81;13.85;900;0.02;2.176;23.4;55.7;2.16;2.67;1;да;да;да;да;нет;да;да;да;нет;нет;нет;да;нет;нет;да;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;да;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;0.86;0.72;1.33;13.636;2.19;0.59;545.1
28.2;79;14.6;0;3640;2550;81;81;1;21.5;80;13.85;900;0.078;2.16;23.1;55.2;2.12;2.63;1;да;да;да;да;нет;да;да;да;нет;нет;нет;да;нет;нет;да;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;да;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;0.86;0.72;1.33;13.636;2.19;0.59;545.2
28.21;79;14.6;0;3640;2550;81;81;1;21.5;80;13.85;900;0.625;2.144;19.9;54.7;2.12;2.66;1;да;да;да;да;нет;да;да;да;нет;нет;нет;да;нет;нет;да;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;да;да;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;0.86;0.72;1.33;13.636;2.19;0.59;545.4
28.22;79;14.6;0;3600;2550;79;79;1;20;79;13.85;900;0.703;0;20.5;53.5;0;0;0;да;да;да;да;нет;да;да;да;нет;нет;нет;да;нет;нет;да;нет;нет;нет;нет;нет;да;нет;нет;нет;нет;нет;нет;нет;нет;нет;да;да;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;0.86;0.72;1.33;13.636;2.19;0.59;545.5
28.23;79;14.6;0;3560;2550;77;77;1;20;79;13.85;900;0.059;0;20.9;53.2;0;0;0;да;да;да;да;нет;да;да;да;нет;нет;нет;да;нет;нет;да;нет;нет;нет;нет;нет;да;нет;нет;нет;нет;нет;нет;нет;нет;нет;да;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;0.86;0.72;1.33;13.636;2.19;0.59;545.6
28.24;79;14.6;0;3600;2550;76;76;1;20;79;13.85;900;0;0;18.3;51;0;0;0;да;да;да;да;нет;да;да;да;нет;нет;нет;да;нет;нет;да;нет;нет;нет;нет;нет;да;нет;нет;нет;нет;нет;нет;нет;нет;нет;да;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;0.86;0.72;1.33;13.636;2.19;0.59;545.8
28.25;79;14.6;0;3560;2550;74;74;1;20;79;13.85;900;0;0;19.9;49.8;0;0;0;да;да;да;да;нет;да;да;да;нет;нет;нет;да;нет;нет;да;нет;нет;нет;нет;нет;да;нет;нет;нет;нет;нет;нет;нет;нет;нет;да;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;0.86;0.72;1.33;13.636;2.19;0.59;545.9
28.26;79;14.6;0;3520;2550;72;72;1;20;79;13.85;900;0;0;18.1;48.2;0;0;0;да;да;да;да;нет;да;да;да;нет;нет;нет;да;нет;нет;да;нет;нет;нет;нет;нет;да;нет;нет;нет;нет;нет;нет;нет;нет;нет;да;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;0.86;0.72;1.33;13.636;2.19;0.59;546.1
28.27;79;14.6;0;3520;2550;70;70;1;20;79;13.85;900;0;0;17.9;47;0;0;0;да;да;да;да;нет;да;да;да;нет;нет;нет;да;нет;нет;да;нет;нет;нет;нет;нет;да;нет;нет;нет;нет;нет;нет;нет;нет;нет;да;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;0.86;0.72;1.33;13.636;2.19;0.59;546.2
28.28;79;14.6;0;3480;2550;69;69;1;20;79;13.85;900;0;0;16.8;45.7;0;0;0;да;да;да;да;нет;да;да;да;нет;нет;нет;да;нет;нет;да;нет;нет;нет;нет;нет;да;нет;нет;нет;нет;нет;нет;нет;нет;нет;да;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;0.86;0.72;1.33;13.636;2.19;0.59;546.3
28.29;79;14.6;0;3480;2550;67;67;1;30.5;77;13.85;900;0;0;15.6;44.3;0;0;0;да;да;да;да;нет;да;да;да;нет;нет;нет;да;нет;нет;да;нет;нет;нет;нет;нет;да;нет;нет;нет;нет;нет;нет;нет;нет;нет;да;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;0.86;0.72;1.33;13.636;2.19;0.59;546.5
28.3;79;14.6;0;3480;2550;67;67;1;30.5;77;13.85;900;0;0;15.6;44.3;0;0;0;да;да;да;да;нет;да;да;да;нет;нет;нет;да;нет;нет;да;нет;нет;нет;нет;нет;да;нет;нет;нет;нет;нет;нет;нет;нет;нет;да;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;0.86;0.72;1.33;13.636;2.19;0.59;546.8
28.31;79;14.6;0;3480;2550;67;67;1;30.5;77;13.85;900;0;0;15.6;44.3;0;0;0;да;да;да;да;нет;да;да;да;нет;нет;нет;да;нет;нет;да;нет;нет;нет;нет;нет;да;нет;нет;нет;нет;нет;нет;нет;нет;нет;да;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;0.86;0.72;1.33;13.636;2.19;0.59;546.9
28.32;79;14.6;0;3480;2550;67;67;1;30.5;77;13.85;900;0;0;15.6;44.3;0;0;0;да;да;да;да;нет;да;да;да;нет;нет;нет;да;нет;нет;да;нет;нет;нет;нет;нет;да;нет;нет;нет;нет;нет;нет;нет;нет;нет;да;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;0.86;0.72;1.33;13.636;2.19;0.59;547.4
28.33;79;14.6;0;3360;2550;54;54;1;29;75;13.85;900;0;0;14;36.2;0;0;0;да;да;да;да;нет;да;да;да;нет;нет;нет;да;нет;нет;да;нет;нет;нет;нет;нет;да;нет;нет;нет;нет;нет;нет;нет;нет;нет;да;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;0.86;0.72;1.33;13.636;2.19;0.59;547.5
28.34;79;14.6;0;3320;2550;52;52;1;29;74;13.85;900;0;0;14;35.7;0;0;0;да;да;да;да;нет;да;да;да;нет;нет;нет;да;нет;нет;да;нет;нет;нет;нет;нет;да;нет;нет;нет;нет;нет;нет;нет;нет;нет;да;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;0.86;0.72;1.33;13.636;2.19;0.59;547.7
28.35;79;14.6;0;3320;2550;51;51;1;29;74;13.85;900;0;0;14.5;35;0;0;0;да;да;да;да;нет;да;да;да;нет;нет;нет;да;нет;нет;да;нет;нет;нет;нет;нет;да;нет;нет;нет;нет;нет;нет;нет;нет;нет;да;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;0.86;0.72;1.33;13.636;2.19;0.59;547.8
